Paths,Real labels
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae m _ NL 2.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae_ F.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae_ f 2.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae 7.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae f - NL 3.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae_ f NL 4.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena rosae/Jaco Visser/Andrena rosae 2.jpg,Andrena rosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Colletes cunicularius/Jaco Visser/Colletes cunicularius b.jpg,Colletes cunicularius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Colletes cunicularius/Jaco Visser/Colletes cunicularius 3.jpg,Colletes cunicularius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Colletes cunicularius/Jaco Visser/Colletes cunicularius c.jpg,Colletes cunicularius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Colletes cunicularius/Jaco Visser/Colletes cunicularius 2.jpg,Colletes cunicularius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Colletes cunicularius/Jaco Visser/Colletes cunicularius d.jpg,Colletes cunicularius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Colletes cunicularius/Jaco Visser/Colletes cunicularius.jpg,Colletes cunicularius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Colletes cunicularius/Jaco Visser/Colletes cunicularius e.jpg,Colletes cunicularius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena helvola/Jaco Visser/Andrena helvola gr. b.jpg,Andrena helvola
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena helvola/Jaco Visser/Andrena helvola gr. .jpg,Andrena helvola
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena helvola/Jaco Visser/Andrena helvola gr. c.jpg,Andrena helvola
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena helvola/Rolf Nagel/Rolf Nagel-AlmyBee-21-0877-Andrena helvola.jpg,Andrena helvola
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Nomada leucophthalma/Jaco Visser/Nomada leucophthalma_ f - Belgium-2.jpg,Nomada leucophthalma
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Nomada leucophthalma/Jaco Visser/Nomada leucophthalma_ f - Belgium.jpg,Nomada leucophthalma
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Bombus muscorum/Jaco Visser/Bombus muscorum Italie-4.jpg,Bombus muscorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Bombus muscorum/Jaco Visser/Bombus muscorum Italie-2.jpg,Bombus muscorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Bombus muscorum/Jaco Visser/Bombus muscorum Italie.jpg,Bombus muscorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Bombus muscorum/Jaco Visser/Bombus muscorum Italie-3.jpg,Bombus muscorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Colletes succinctus/Jaco Visser/Colletes succinctus.jpg,Colletes succinctus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Colletes succinctus/Rolf Nagel/Rolf Nagel-AlmyBee-22-4444-Colletes succinctus.jpg,Colletes succinctus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Colletes succinctus/Rolf Nagel/Rolf Nagel-AlmyBee-22-4650-Colletes succinctus.jpg,Colletes succinctus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Bombus ruderatus/Jaco Visser/Bombus ruderatus.jpg,Bombus ruderatus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Bombus hypnorum/Jaco Visser/Bombus hypnorum.jpg,Bombus hypnorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena vaga/Jaco Visser/Andrena vaga_ f.jpg,Andrena vaga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena vaga/Jaco Visser/Andrena vaga f.jpg,Andrena vaga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena vaga/Jaco Visser/Andrena vaga f2.jpg,Andrena vaga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena vaga/Jaco Visser/Andrena vaga m.jpg,Andrena vaga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena vaga/Jaco Visser/Andrena vaga male.jpg,Andrena vaga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena vaga/Jaco Visser/Andrena vaga 7.jpg,Andrena vaga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena vaga/Jaco Visser/Andrena vaga_ f 3.jpg,Andrena vaga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena vaga/Jaco Visser/Andrena vaga_ f 2.jpg,Andrena vaga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena vaga/Jaco Visser/Andrena vaga 3.jpg,Andrena vaga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena vaga/Jaco Visser/Andrena vaga m2.jpg,Andrena vaga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena vaga/Jaco Visser/Andrena vaga 5.jpg,Andrena vaga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena vaga/Jaco Visser/Andrena vaga_ copula.jpg,Andrena vaga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena vaga/Jaco Visser/Andrena vaga f 2.jpg,Andrena vaga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena vaga/Jaco Visser/Andrena vaga couple.jpg,Andrena vaga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena vaga/Jaco Visser/Andrena vaga 6.jpg,Andrena vaga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena vaga/Jaco Visser/Andrena vaga 4.jpg,Andrena vaga
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Heriades truncorum/Jaco Visser/Heriades truncorum NL 2.jpg,Heriades truncorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Heriades truncorum/Jaco Visser/Heriades truncorum Belgium.jpg,Heriades truncorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Heriades truncorum/Jaco Visser/Heriades truncorum NL.jpg,Heriades truncorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena cineraria/Jaco Visser/Andrena cineraria m -NL.jpg,Andrena cineraria
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Osmia submicans/El.gritche/Osmia submicans m - 22 III 2023 .jpg,Osmia submicans
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Anthophora plumipes/Jaco Visser/Anthophora plumides.jpg,Anthophora plumipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Anthophora plumipes/Jaco Visser/Anthophora plumipes.jpg,Anthophora plumipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Anthophora plumipes/Jaco Visser/Anthophora plumipes Belgium -3.jpg,Anthophora plumipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Anthophora plumipes/Jaco Visser/Anthophora plumipes Belgium -5.jpg,Anthophora plumipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Anthophora plumipes/Jaco Visser/Anthophora plumipes Belgium -4.jpg,Anthophora plumipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Anthophora plumipes/Jaco Visser/Anthophora plumipes Belgium -2.jpg,Anthophora plumipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Anthophora plumipes/El.gritche/Anthophora plumipes m - 09 III 2023 .jpg,Anthophora plumipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena fulva/Jaco Visser/Andrena fulva_ f .jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena fulva/Jaco Visser/Andrena fulva 5.jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena fulva/Jaco Visser/Andrena fulva_ f NL .jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena fulva/Jaco Visser/Andrena fulva f - NL.jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena fulva/Jaco Visser/Andrena fulva 4.jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena fulva/Jaco Visser/Andrena fulva_ f NL 2 .jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena fulva/Jaco Visser/Andrena fulva 2.jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena fulva/Jaco Visser/Andrena fulva_ f NL 3 .jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena fulva/Jaco Visser/Andrena fulva 3.jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena fulva/Jaco Visser/Andrena fulva 6.jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena fulva/El.gritche/Andrena fulva f - 30 III 2023 .jpg,Andrena fulva
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/Jaco Visser/Andrena haemorrhoa_ f Belgium - 2.jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/Jaco Visser/Andrena haemorrhoa_ f 4.jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/Jaco Visser/Andrena haemorrhoa.jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/Jaco Visser/Andrena haemorrhoa_ m .jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/Jaco Visser/Andrena haemorrhoa 3 f.jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/Jaco Visser/Andrena haemorrhoa_ f NL 2.jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/Jaco Visser/Andrena haemorrhoa 4.jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/Jaco Visser/Andrena haemorrhoa m 2.jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/Jaco Visser/Andrena haemorrhoa 3.jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/Jaco Visser/Andrena haemorrhoa_ f NL.jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/Jaco Visser/Andrena haemorrhoa_ m Belgium.jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/Jaco Visser/Andrena haemorrhoa_ f 2.jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/Jaco Visser/Andrena haemorrhoa f 2.jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/Jaco Visser/Andrena haemorrhoa f.jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/Jaco Visser/Andrena haemorrhoa 2.jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/Jaco Visser/Andrena haemorrhoa_ f 5.jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/Jaco Visser/Andrena haemorrhoa_ f NL 3.jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/Jaco Visser/Andrena haemorrhoa_ f NL 4.jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/Jaco Visser/Andrena haemorrhoa_ f.jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/Jaco Visser/Andrena haemorrhoa_ f Belgium.jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/Jaco Visser/Andrena haemorrhoa m.jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/Jaco Visser/Andrena haemorrhoa_ f 3.jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/El.gritche/Andrena haemorrhoa f - 19 III 2023 b.jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/El.gritche/Andrena haemorrhoa m - 20 III 2023 .jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/El.gritche/Andrena haemorrhoa f - 19 III 2023.jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena haemorrohoa/El.gritche/Andrena haemorrhoa f - 19 III 2023 c.jpg,Andrena haemorrohoa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Epeolus variegatus/Rolf Nagel/Rolf Nagel-AlmyBee-20-6387-Epeolus variegatus.jpg,Epeolus variegatus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Epeolus variegatus/Rolf Nagel/Rolf Nagel-AlmyBee-20-6422-Epeolus variegatus.jpg,Epeolus variegatus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Epeolus variegatus/Rolf Nagel/Rolf Nagel-AlmyBee-20-6379-Epeolus variegatus.jpg,Epeolus variegatus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Megachile leachella/Rolf Nagel/Rolf Nagel-AlmyBee-17-1742-Megachile leachella.jpg,Megachile leachella
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Megachile leachella/Rolf Nagel/Rolf Nagel-AlmyBee-17-1747-Megachile leachella.jpg,Megachile leachella
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Megachile leachella/Rolf Nagel/Rolf Nagel-AlmyBee-17-1743-Megachile leachella-2.jpg,Megachile leachella
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Megachile leachella/Rolf Nagel/Rolf Nagel-AlmyBee-17-1757-Megachile leachella.jpg,Megachile leachella
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Lasioglossum calceatum/Jaco Visser/Lasioglossum calceatum f 2.jpg,Lasioglossum calceatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Lasioglossum calceatum/Jaco Visser/Lasioglossum calceatum f.jpg,Lasioglossum calceatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Lasioglossum calceatum/Jaco Visser/Lasioglossum calceatum NL.jpg,Lasioglossum calceatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Lasioglossum calceatum/Rolf Nagel/Rolf Nagel-AlmyBee-22-3800-Lasioglossum calceatum.jpg,Lasioglossum calceatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Lasioglossum calceatum/Rolf Nagel/Rolf Nagel-AlmyBee-22-3897-Lasioglossum calceatum.jpg,Lasioglossum calceatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Megachile maritima/Rolf Nagel/Rolf Nagel-AlmyBee-20-13878-Megachile maritima.jpg,Megachile maritima
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Nomada fucata/Rolf Nagel/Rolf Nagel-AlmyBee-20-8693-Nomada fucata.jpg,Nomada fucata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Nomada fucata/Rolf Nagel/Rolf Nagel-AlmyBee-20-9042-Nomada fucata.jpg,Nomada fucata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Stelis minuta/El.gritche-Stelis minuta/stelis-cf-minuta-m---30-vi-2021_51283627123_o.jpg,Stelis minuta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Stelis minuta/El.gritche-Stelis minuta/stelis-cf-minuta-m---30-vi-2021_51284180879_o.jpg,Stelis minuta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/Jaco Visser/Andrena flavipes m - belgium 3.jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/Jaco Visser/Andrena flavipes_ female .jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/Jaco Visser/Andrena flavipes.jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/Jaco Visser/Andrena flavipes b.jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/Jaco Visser/Andrena flavipes 2 m.jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/Jaco Visser/Andrena flavipes_ female c.jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/Jaco Visser/Andrena flavipes f - NL 3.jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/Jaco Visser/Andrena flavipes 3.jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/Jaco Visser/Andrena flavipes f - belgium.jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/Jaco Visser/Andrena flavipes f - NL 2.jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/Jaco Visser/Andrena flavipes 2.jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/Jaco Visser/Andrena flavipes_ female b.jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/Jaco Visser/Andrena flavipes 4.jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/Jaco Visser/Andrena flavipes .jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/Jaco Visser/Andrena flavipes m - belgium.jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/Jaco Visser/Andrena flavipes f - NL.jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/Jaco Visser/Andrena flavipes m - belgium 2.jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/Jaco Visser/Andrena flavipes_ m.jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/El.gritche/El.gritche_Andrena flavipes f - 05 III 2023.jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/El.gritche/Andrena flavipes f - 04 IV 2023b .jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/El.gritche/El.gritche-Andrena flavipes m - 09 III 2023 b.jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/El.gritche/El.gritche-Andrena flavipes f - 05 III 2023.jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/El.gritche/El.gritche-Andrena flavipes m - 09 III 2023 c.jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/El.gritche/Andrena flavipes f - 30 III 2023 .jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/El.gritche/Andrena flavipes f - 30 III 2023c .jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/El.gritche/Andrena flavipes f - 30 III 2023 b .jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/El.gritche/Andrena flavipes f - 04 IV 2023 .jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Andrena flavipes/El.gritche/El.gritche-Andrena flavipes m - 09 III 2023.jpg,Andrena flavipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Epeoloides coecutiens/Jaco Visser/Epeoloides coecutiens .jpg,Epeoloides coecutiens
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Epeoloides coecutiens/Jaco Visser/Epeoloides coecutiens 5.jpg,Epeoloides coecutiens
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Epeoloides coecutiens/Jaco Visser/Epeoloides coecutiens 2.jpg,Epeoloides coecutiens
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Epeoloides coecutiens/Jaco Visser/Epeoloides coecutiens 4.jpg,Epeoloides coecutiens
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Epeoloides coecutiens/Jaco Visser/Epeoloides coecutiens 6.jpg,Epeoloides coecutiens
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Epeoloides coecutiens/Jaco Visser/Epeoloides coecutiens 3.jpg,Epeoloides coecutiens
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Epeoloides coecutiens/Rolf Nagel/Rolf Nagel-AlmyBee-15-8201-Epeoloides coecutiens.jpg,Epeoloides coecutiens
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/New_Justine/Epeoloides coecutiens/Rolf Nagel/Rolf Nagel-AlmyBee-17-3954-Epeoloides coecutiens.jpg,Epeoloides coecutiens
