Paths,Real labels
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena morio/Andrena-morio_f_Conilhac-Corbieres-11_15-IV-2021_IMG_6069.JPG,Andrena morio
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena morio/Andrena-morio_f_Conilhac-Corbieres-11_15-IV-2021_IMG_6127.JPG,Andrena morio
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena morio/Andrena-morio_f_Conilhac-Corbieres-11_15-IV-2021_IMG_6056.JPG,Andrena morio
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena morio/Andrena-morio_f_Conilhac-Corbieres-11_15-IV-2021_IMG_6064.JPG,Andrena morio
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena morio/Andrena-morio_f_Conilhac-Corbieres-11_15-IV-2021_IMG_6036.JPG,Andrena morio
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena morio/Andrena-morio_f_Conilhac-Corbieres-11_15-IV-2021_IMG_6070.JPG,Andrena morio
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena morio/Andrena-morio_f_Conilhac-Corbieres-11_15-IV-2021_IMG_6068.JPG,Andrena morio
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena morio/Andrena-morio_f_Ferrals-les-Corbieres-11_14-IV-2021_IMG_5727.JPG,Andrena morio
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena morio/Andrena-morio_f_Conilhac-Corbieres-11_15-IV-2021_IMG_6072.JPG,Andrena morio
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena morio/Andrena-morio_f_Conilhac-Corbieres-11_15-IV-2021_IMG_6031.JPG,Andrena morio
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena morio/Andrena-morio_f_Conilhac-Corbieres-11_15-IV-2021_IMG_6042.JPG,Andrena morio
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena morio/Andrena-morio_f_Conilhac-Corbieres-11_15-IV-2021_IMG_6040.JPG,Andrena morio
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia dimidiata/Osmia-dimidiata_f_Torreilles-66_26-VI-2021_IMG_3072.JPG,Osmia dimidiata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia dimidiata/Osmia-dimidiata_f_Torreilles-66_26-VI-2021_IMG_3099.JPG,Osmia dimidiata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia dimidiata/Osmia-dimidiata_f_Torreilles-66_26-VI-2021_IMG_3076.JPG,Osmia dimidiata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia dimidiata/Osmia-dimidiata_f_Torreilles-66_26-VI-2021_IMG_3075.JPG,Osmia dimidiata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia dimidiata/Osmia-dimidiata_f_Torreilles-66_26-VI-2021_IMG_3077.JPG,Osmia dimidiata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia dimidiata/Osmia-dimidiata_f_Torreilles-66_26-VI-2021_IMG_3073.JPG,Osmia dimidiata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Anthophora plumipes/Anthophora-plumipes_m_Prades-09_20-V-2021_IMG_2366.JPG,Anthophora plumipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Anthophora plumipes/Anthophora-plumipes_m_Prades-09_20-V-2021_IMG_2365.JPG,Anthophora plumipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Anthophora plumipes/Anthophora-plumipes_m_Prades-09_20-V-2021_IMG_2371.JPG,Anthophora plumipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Anthophora plumipes/Anthophora-plumipes_m_Sinsat-09_26-III-2021_IMG_4234.JPG,Anthophora plumipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Anthophora plumipes/Anthophora-plumipes_m_Sinsat-09_26-III-2021_IMG_4232.JPG,Anthophora plumipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Anthophora plumipes/Anthophora-plumipes_m_Sinsat-09_26-III-2021_IMG_4235.JPG,Anthophora plumipes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0365.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0343.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0368.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_m_Ferrals-les-Corbieres-11_21-V-2021_IMG_3134.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_7060.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0358.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-gr-chlorandrena_m_Ferrals-les-Corbieres-11_14-IV-2021_IMG_5894.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Prades-09_09-VI-2021_IMG_8665.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_fr-Chlorandrena_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0201.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-decipiens-ou-labialis_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4729.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Prades-09_08-V-2021_IMG_0090.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_7205.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Prades-09_08-V-2021_IMG_0126.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Prades-09_08-V-2021_IMG_0112.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0296.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Prades-09_07-VI-2021_IMG_8232.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-decipiens-ou-labialis_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4720.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena_m_Ax-les-Thermes-09_29-VII-2021_IMG_8744.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_m_Ferrals-les-Corbieres-11_03-V-2021_IMG_8830.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_7061.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-senecionis-ou-livens_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0179.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_7203.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_m_Ferrals-les-Corbieres-11_21-V-2021_IMG_2695.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_7059.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4636.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0338.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4702.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena_m_Ax-les-Thermes-09_29-VII-2021_IMG_8743.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_m_Boutenac-11_03-V-2021_IMG_8518.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4635.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-gr-chlorandrena_m_Ferrals-les-Corbieres-11_14-IV-2021_IMG_5650.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_fr-Chlorandrena_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0200.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_m_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1361.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_7202.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_7230.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0372.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_7229.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-decipiens-ou-labialis_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4728.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4672.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-decipiens-ou-labialis_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4730.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4634.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Ferrals-les-Corbieres-11_09-V-2021_IMG_0340.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_f_Prades-09_08-V-2021_IMG_0128.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-sp_m_Ferrals-les-Corbieres-11_30-V-2021_IMG_5925.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena/Andrena-decipiens-ou-labialis_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4718.JPG,Andrena
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum minutulum/Lasioglossum-minutulum_f_Sentein-09_26-VIII-2021_IMG_1557.JPG,Lasioglossum minutulum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum minutulum/Lasioglossum-minutulum_f_Sentein-09_26-VIII-2021_IMG_1554.JPG,Lasioglossum minutulum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum minutulum/Lasioglossum-minutulum_f_Sentein-09_26-VIII-2021_IMG_1565.JPG,Lasioglossum minutulum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum minutulum/Lasioglossum-minutulum_f_Sentein-09_26-VIII-2021_IMG_1568.JPG,Lasioglossum minutulum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum minutulum/Lasioglossum-minutulum_f_Sentein-09_26-VIII-2021_IMG_1561.JPG,Lasioglossum minutulum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Eucera nigrilabris/Eucera-nigrilabris_f_Ferrals-les-Corbieres-11_11-III-2021_IMG_3798.JPG,Eucera nigrilabris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Stelis/Stelis-sp_f_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0492.JPG,Stelis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada marshamella/Nomada-marshamella_m_Prades-09_07-VI-2021_IMG_8130.JPG,Nomada marshamella
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada marshamella/Nomada-marshamella_m_Prades-09_07-VI-2021_IMG_8129.JPG,Nomada marshamella
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia aurulenta/Osmia-aurulenta_f_Prades-09_08-V-2021_IMG_0071.JPG,Osmia aurulenta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia aurulenta/Osmia-aurulenta_f_Prades-09_20-V-2021_IMG_2382.JPG,Osmia aurulenta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia aurulenta/Osmia-aurulenta_f_Prades-09_08-V-2021_IMG_0069.JPG,Osmia aurulenta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia aurulenta/Osmia-aurulenta_m_Prades-09_20-V-2021_IMG_2351.JPG,Osmia aurulenta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia aurulenta/Osmia-aurulenta_f_Prades-09_09-VI-2021_IMG_8544.JPG,Osmia aurulenta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia aurulenta/Osmia-aurulenta_f_Prades-09_20-V-2021_IMG_2627_zoom_light.JPG,Osmia aurulenta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia aurulenta/Osmia-aurulenta_f_Prades-09_09-VI-2021_IMG_8550.JPG,Osmia aurulenta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia aurulenta/Osmia-aurulenta_f_Prades-09_20-V-2021_IMG_2388.JPG,Osmia aurulenta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia aurulenta/Osmia-aurulenta_f_Prades-09_07-VI-2021_IMG_8079.JPG,Osmia aurulenta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia aurulenta/Osmia-aurulenta_f_Prades-09_08-V-2021_IMG_0072.JPG,Osmia aurulenta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia aurulenta/Osmia-aurulenta_f_Prades-09_09-VI-2021_IMG_8538.JPG,Osmia aurulenta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia aurulenta/Osmia-aurulenta_m_Ferrals-les-Corbieres-11_23-IV-2021_IMG_6724.JPG,Osmia aurulenta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia aurulenta/Osmia-aurulenta_m_Ferrals-les-Corbieres-11_14-IV-2021_IMG_5785.JPG,Osmia aurulenta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia aurulenta/Osmia-aurulenta_m_Ferrals-les-Corbieres-11_23-IV-2021_IMG_6722.JPG,Osmia aurulenta
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena florentina/Andrena-florentina_f_Ferrals-les-Corbieres-11_24-III-2021_IMG_4058.JPG,Andrena florentina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena florentina/Andrena-florentina_f_Ferrals-les-Corbieres-11_24-III-2021_IMG_4061.JPG,Andrena florentina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena florentina/Andrena-florentina_f_Ferrals-les-Corbieres-11_11-III-2021_IMG_3821.JPG,Andrena florentina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena florentina/Andrena-florentina_f_Ferrals-les-Corbieres-11_11-III-2021_IMG_3818.JPG,Andrena florentina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena florentina/Andrena-florentina_f_Ferrals-les-Corbieres-11_11-III-2021_IMG_3823.JPG,Andrena florentina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Megachile leachella/Megachile-leachelle_f_Torreilles-66_26-VI-2021_IMG_3207.JPG,Megachile leachella
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Megachile leachella/Megachile-leachelle_f_Torreilles-66_26-VI-2021_IMG_3208.JPG,Megachile leachella
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia/Osmia-viridana-ou-versicolor_f_Prades-09_09-VI-2021_IMG_8608.JPG,Osmia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia/Osmia-sp_f_Ferrals-les-Corbieres-11_21-juin-2021_IMG_1946.JPG,Osmia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia/Osmia-sp_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7382.JPG,Osmia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia/Osmia-sp_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4409.JPG,Osmia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia/Osmia-sp_f_Prades-09_13-VI-2021_IMG_9139.JPG,Osmia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia/Osmia-sp_f_Prades-09_13-VI-2021_IMG_9142.JPG,Osmia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia/Osmia-sp_f_Pibrac-31_26-V-2021_IMG_4095.JPG,Osmia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia/Osmia-viridana-ou-versicolor_f_Prades-09_07-VI-2021_IMG_8262.JPG,Osmia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia/Osmia-sp_m_Ferrals-les-Corbieres-11_23-IV-2021_IMG_6630.JPG,Osmia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia/Osmia-sp_f_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1096.JPG,Osmia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia/Osmia-sp_f_Ax-les-Thermes-09_03-VIII-2021_IMG_8984.JPG,Osmia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia/Osmia-viridana-ou-versicolor_f_Prades-09_07-VI-2021_IMG_8263.JPG,Osmia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia/Osmia-sp_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7379.JPG,Osmia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia/Osmia-sp_f_Ferrals-les-Corbieres-11_30-V-2021_IMG_6013.JPG,Osmia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia/Osmia-sp_f_Pibrac-31_26-V-2021_IMG_4098.JPG,Osmia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia/Osmia-sp_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4406.JPG,Osmia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia/Osmia-sp_f_Ferrals-les-Corbieres-11_30-V-2021_IMG_6017.JPG,Osmia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia/Osmia-sp_f_Prades-09_13-VI-2021_IMG_9202.JPG,Osmia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia/Osmia-sp_f_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1097.JPG,Osmia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia/Osmia-sp_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7384.JPG,Osmia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia/Osmia-sp_f_Ferrals-les-Corbieres-11_27-V-2021_IMG_4404.JPG,Osmia
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Eucera/Eucera-sp_m_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7105.JPG,Eucera
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Eucera/Eucera-sp_m_Ferrals-les-Corbieres-11_27-V-2021_IMG_4496.JPG,Eucera
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Eucera/Eucera-sp_m_Ferrals-les-Corbieres-11_27-V-2021_IMG_4490.JPG,Eucera
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Eucera/Eucera-sp_m_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7111.JPG,Eucera
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Eucera/Eucera-sp_m_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7280.JPG,Eucera
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Eucera/Eucera-sp_m_Ferrals-les-Corbieres-11_30-V-2021_IMG_5927.JPG,Eucera
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Eucera/Eucera-sp_m_Ferrals-les-Corbieres-11_30-V-2021_IMG_6467.JPG,Eucera
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Eucera/Eucera-sp_m_Ferrals-les-Corbieres-11_30-V-2021_IMG_5937.JPG,Eucera
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Eucera/Eucera-sp_m_Ferrals-les-Corbieres-11_30-V-2021_IMG_5929.JPG,Eucera
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus meridionalis/Hylaeus-meridionalis_f_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0226.JPG,Hylaeus meridionalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus meridionalis/Hylaeus-meridionalis_f_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0264.JPG,Hylaeus meridionalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus meridionalis/Hylaeus-meridionalis_f_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0254.JPG,Hylaeus meridionalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus meridionalis/Hylaeus-meridionalis_f_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0231.JPG,Hylaeus meridionalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Hylaeus meridionalis/Hylaeus-meridionalis_f_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0259.JPG,Hylaeus meridionalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Colletes/Colletes-sp_m_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7103.JPG,Colletes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Colletes/Colletes-spmf_Ferrals-les-Corbieres-11_30-V-2021_IMG_5802.JPG,Colletes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Colletes/Colletes-sp_m_Gruissan-11_03-VII-2021_IMG_4169.JPG,Colletes
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Colletes/Colletes-sp_m_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7096.JPG,Colletes
