Paths,Real labels
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Subterraneobombus/Bombus (Subterraneobombus) subterraneus/Bombus_subterraneus_female.jpeg,Bombus subterraneus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Subterraneobombus/Bombus (Subterraneobombus) subterraneus/Bombus_subterraneobombus_subterraneus_male_morphe_rousse.jpeg,Bombus subterraneus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Subterraneobombus/Bombus (Subterraneobombus) subterraneus/Bombus_subterraneus_female_-_typical_gastral_habitus.jpeg,Bombus subterraneus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Subterraneobombus/Bombus distinguendus/Bombus_distinguendus_female.jpeg,Bombus distinguendus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Subterraneobombus/Bombus distinguendus/Bombus_distinguendus_worker.jpeg,Bombus distinguendus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Subterraneobombus/Bombus distinguendus/Bombus_distinguendus_worker_used.jpeg,Bombus distinguendus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Subterraneobombus/Bombus distinguendus/Incredible_happened_!_-_Bombus_distinguendus_female.jpeg,Bombus distinguendus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Pyrobombus/Bombus (Pyrobombus) jonellus/Bombus_jonellus_female.jpeg,Bombus jonellus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Pyrobombus/Bombus (Pyrobombus) jonellus/Bombus_jonellus.jpeg,Bombus jonellus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Pyrobombus/Bombus (Pyrobombus) jonellus/Bombus_jonellus_male.jpeg,Bombus jonellus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Pyrobombus/Bombus (Pyrobombus) hypnorum/Bombus_hypnorum_worker.jpeg,Bombus hypnorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Pyrobombus/Bombus (Pyrobombus) hypnorum/Bombus_hypnorum_worker_dark_morph.jpeg,Bombus hypnorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Pyrobombus/Bombus (Pyrobombus) hypnorum/Bombus_hypnorum_nest.jpeg,Bombus hypnorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Pyrobombus/Bombus (Pyrobombus) hypnorum/Bombus_hypnorum_female.jpeg,Bombus hypnorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Pyrobombus/Bombus (Pyrobombus) pyrenaeus/Bombus_pyrenaeus_worker.jpeg,Bombus pyrenaeus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Pyrobombus/Bombus (Pyrobombus) monticola/Bombus_monticola_male.jpeg,Bombus monticola
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Pyrobombus/Bombus (Pyrobombus) pratorum/Bombus_pratorum_male.jpeg,Bombus pratorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Pyrobombus/Bombus (Pyrobombus) pratorum/Bombus_pratorum_female.jpeg,Bombus pratorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Pyrobombus/Bombus (Pyrobombus) pratorum/Bombus_pratorum_worker_w.jpeg,Bombus pratorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Pyrobombus/Bombus (Pyrobombus) pratorum/B_pratorum_m2.jpeg,Bombus pratorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Pyrobombus/Bombus (Pyrobombus) pratorum/Bombus_pratorum.jpeg,Bombus pratorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Psythirus/Bombus (Psythirus) rupestris/Bombus_rupestris_male.jpeg,Bombus rupestris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Psythirus/Bombus (Psythirus) rupestris/Bombus_Psythirus_rupestris_mâle.jpeg,Bombus rupestris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Psythirus/Bombus (Psythirus) rupestris/Bombus_Psithyrus_rupestris_mâle.jpeg,Bombus rupestris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Psythirus/Bombus (Psythirus) rupestris/Bombus_subterraneus_male_and_Bombus_rupestris_male.jpeg,Bombus rupestris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Psythirus/Bombus (Psythirus) rupestris/Bombus_rupestris_female.jpeg,Bombus rupestris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Thoracobombus/Bombus (Thoracobombus) pascuorum/Bombus_pascuorum_rufocitrinus_worker.jpeg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Thoracobombus/Bombus (Thoracobombus) pascuorum/Bombus_pascuorum_female.jpeg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Thoracobombus/Bombus (Thoracobombus) pascuorum/Bombus_pascuorum_worker.jpeg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Thoracobombus/Bombus (Thoracobombus) sylvarum/Bombus_pascuorum_female.jpeg,Bombus sylvarum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Thoracobombus/Bombus (Thoracobombus) sylvarum/Bombus_sylvarum_worker.jpeg,Bombus sylvarum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Thoracobombus/Bombus (Thoracobombus) sylvarum/Bombus_pascuorum.jpeg,Bombus sylvarum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Thoracobombus/Bombus (Thoracobombus) sylvarum/Bombus_sylvarum_male.jpeg,Bombus sylvarum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Thoracobombus/Bombus (Thoracobombus) sylvarum/Bombus_sylvarum_worker_used.jpeg,Bombus sylvarum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Thoracobombus/Bombus (Thoracobombus) sylvarum/Bombus_sylvarum_male_used.jpeg,Bombus sylvarum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Thoracobombus/Bombus (Thoracobombus) sylvarum/DSC_4719.jpeg,Bombus sylvarum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Thoracobombus/Bombus (Thoracobombus) humilis/Bombus_humilis_quasimuscorum_female.jpeg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Thoracobombus/Bombus (Thoracobombus) humilis/Bombus_humilis_humilis_worker.jpeg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Thoracobombus/Bombus (Thoracobombus) humilis/Bombus_humilis_humilis.jpeg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Thoracobombus/Bombus (Thoracobombus) humilis/Bombus_humilis_worker.jpeg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Thoracobombus/Bombus (Thoracobombus) humilis/Bombus_humilis_humilis_female.jpeg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Thoracobombus/Bombus (Thoracobombus) ruderarius/Bombus_ruderarius_worker.jpeg,Bombus ruderarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Thoracobombus/Bombus veteranus/Bombus_veteranus_worker.jpeg,Bombus veteranus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Thoracobombus/Bombus veteranus/Bombus_veteranus_male.jpeg,Bombus veteranus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Thoracobombus/Bombus (Thoracobombus) muscorum/Bombus_muscorum_mâle.jpeg,Bombus muscorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Thoracobombus/Bombus (Thoracobombus) muscorum/Bombus_pascuorum_male.jpeg,Bombus muscorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Melanobombus/Bombus (Melanobombus) lapidarius/Bombus_lapidarius_worker.jpeg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Melanobombus/Bombus (Melanobombus) lapidarius/Bombus_lapidarius_female.jpeg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Melanobombus/Bombus (Melanobombus) lapidarius/Bombus_lapidarius_male.jpeg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Melanobombus/Bombus (Melanobombus) sicheli/Bombus_sicheli_worker_-_mountains_and_alpine_species.jpeg,Bombus sicheli
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Melanobombus/Bombus (Melanobombus) sicheli/Bombus_sichelii_female.jpeg,Bombus sicheli
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Bombus/Melanobombus/Bombus (Melanobombus) sicheli/Bombus_sicheli_worker.jpeg,Bombus sicheli
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Thyreus/Thyreus ramosus/Thyreus_ramosus_female.jpeg,Thyreus ramosus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Thyreus/Thyreus ramosus/Thyreus_ramosus_male.jpeg,Thyreus ramosus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Hetereucera/Eucera (Hetereucera) elongulata/Eucera_elongatula_male.jpeg,Eucera elongulata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Hetereucera/Eucera (Hetereucera) elongulata/Eucera_elongatula_female.jpeg,Eucera elongulata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Hetereucera/Eucera (Hetereucera) taurica/Eucera_taurica_female.jpeg,Eucera taurica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Hetereucera/Eucera (Hetereucera) taurica/Eucera_taurica.jpeg,Eucera taurica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Hetereucera/Eucera (Hetereucera) taurica/Eucera_taurica_male.jpeg,Eucera taurica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Hetereucera/Eucera (Hetereucera) collaris/Nomada_basalis_male.jpeg,Eucera collaris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Hetereucera/Eucera (Hetereucera) collaris/Nomada_basalis_male_and_Eucera_collaris_female.jpeg,Eucera collaris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Hetereucera/Eucera (Hetereucera) pollinosa/Eucera_hispaliensis_or_Eucera_pollinosa_=_chrysopyga_female.jpeg,Eucera pollinosa
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Hetereucera/Eucera (Hetereucera) hispana/Eucera_hispana_female.jpeg,Eucera hispana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Eucera/Eucera (Eucera) nigrilabris/Eucera_nigrilabris_male.jpeg,Eucera nigrilabris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Eucera/Eucera (Eucera) nigrilabris/Eucera_nigrilabris_female.jpeg,Eucera nigrilabris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Eucera/Eucera longicornis/Eucera_longicornis_male.jpeg,Eucera longicornis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Eucera/Eucera longicornis/Eucera_longicornis_female.jpeg,Eucera longicornis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Eucera/Eucera hispaliensis/Eucera_hispaliensis_male.jpeg,Eucera hispaliensis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Eucera/Eucera nigrescens/Eucera_nigrescens_male.jpeg,Eucera nigrescens
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Eucera/Eucera nigrescens/Eucera_nigrescens_female.jpeg,Eucera nigrescens
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Cubitalia/Eucera (Cubitalia) sp/Eucera_Cubitalia_sp_female.jpeg,Eucera sp
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Cubitalia/Eucera (Cubitalia) sp/The_beast_-_Eucera_Cubitalia_sp_male.jpeg,Eucera sp
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Pteneucera/Eucera (Pteneucera) nigrifacies/Eucera_Pteneucera_nigrifacies_female.jpeg,Eucera nigrifacies
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Pteneucera/Eucera (Pteneucera) nigrifacies/Eucera_nigrifacies_males_sleeping_on_Leucanthum_vulgare.jpeg,Eucera nigrifacies
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Pteneucera/Eucera (Pteneucera) nigrifacies/Eucera_nigrifacies_males_on_other_Leucanthum_vulgare.jpeg,Eucera nigrifacies
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Pteneucera/Eucera (Pteneucera) nigrifacies/Eucera_Pteneucera_nigrifacies_female_and_male.jpeg,Eucera nigrifacies
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Pteneucera/Eucera (Pteneucera) nigrifacies/Eucera_nigrifacies_males_-_sleeping.jpeg,Eucera nigrifacies
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Pteneucera/Eucera (Pteneucera) nigrifacies/Eucera_nigrifacies_female.jpeg,Eucera nigrifacies
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Pteneucera/Eucera (Pteneucera) nigrifacies/Eucera_sp_male.jpeg,Eucera nigrifacies
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Pteneucera/Eucera (Pteneucera) nigrifacies/Eucera_Pteneucera_nigrifacies_male.jpeg,Eucera nigrifacies
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Pteneucera/Eucera (Pteneucera) nigrifacies/Eucera_nigrifacies_male.jpeg,Eucera nigrifacies
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Pteneucera/Eucera (Pteneucera) nigrifacies/HLM_-_Eucera_spp.jpeg,Eucera nigrifacies
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Pteneucera/Eucera (Pteneucera) nigrifacies/Eucera_nigrifacies_males.jpeg,Eucera nigrifacies
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Pteneucera/Eucera (Pteneucera) nigrifacies/Eucera_nigrifacies_males_-_Ball_sleeping.jpeg,Eucera nigrifacies
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Pareucera/Eucera (Pareucera) caspica/Eucera_caspica_female.jpeg,Eucera caspica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Stilbeucera/Eucera (Stilbeucera) clypeata/Eucera_clypeata_male.jpeg,Eucera clypeata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Eucera/Stilbeucera/Eucera (Stilbeucera) clypeata/Eucera_clypeata_female.jpeg,Eucera clypeata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Epeoloides/Epeoloides coecutiens/Epeoloides_coecutiens_male.jpeg,Epeoloides coecutiens
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Ceratina/Euceratina/Ceratina chalybea/Ceratina_chalybea_male.jpeg,Ceratina chalybea
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Ceratina/Euceratina/Ceratina chalybea/Ceratina_chalybea_female.jpeg,Ceratina chalybea
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Ceratina/Euceratina/Ceratina (Euceratina) chalcites/Ceratina_chalcites_female.jpeg,Ceratina chalcites
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Ceratina/Euceratina/Ceratina (Euceratina) chalcites/Ceratina_chalcites_female_II.jpeg,Ceratina chalcites
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Ceratina/Euceratina/Ceratina (Euceratina) chalcites/Ceratina_chalcites_mâle.jpeg,Ceratina chalcites
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Ceratina/Euceratina/Ceratina (Euceratina) chalcites/Tongue_sequence_-_Ceratina_chalcites.jpeg,Ceratina chalcites
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Ceratina/Euceratina/Ceratina cyanea/Ceratina_cyanea_female.jpeg,Ceratina cyanea
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Ceratina/Ceratina/Ceratina cucurbitina/Ceratina_cucurbitina_female.jpeg,Ceratina cucurbitina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Ceratina/Ceratina/Ceratina cucurbitina/Ceratina_cucurbitina_in_copula.jpeg,Ceratina cucurbitina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Ceratina/Ceratina/Ceratina cucurbitina/Ceratina_cucurbitina_male.jpeg,Ceratina cucurbitina
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Clisodon/Anthophora (Clisodon) furcata/Anthophora_furcata_male_-_Fresh.jpeg,Anthophora furcata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Clisodon/Anthophora (Clisodon) furcata/Anthophora_furcata_female.jpeg,Anthophora furcata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Lophanthophora/Anthophora (Lophanthophora) affinis/Nests_ite_of_Anthophora_affinis_=_biciliata.jpeg,Anthophora affinis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Lophanthophora/Anthophora (Lophanthophora) affinis/Anthophora_affinis_female_=_biciliata_-_Nesting_works.jpeg,Anthophora affinis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Lophanthophora/Anthophora (Lophanthophora) affinis/Anthophora_affinis_male.jpeg,Anthophora affinis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Lophanthophora/Anthophora (Lophanthophora) affinis/Anthophora_affinis_female.jpeg,Anthophora affinis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Lophanthophora/Anthophora (Lophanthophora) affinis/Anthophora_affinis_=_biciliata_-_Nesting_works.jpeg,Anthophora affinis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Lophanthophora/Anthophora (Lophanthophora) affinis/Anthophora_affinis_female_=_biciliata_-_Too_cold_20°c.jpeg,Anthophora affinis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Lophanthophora/Anthophora (Lophantophora) mucida/Anthophora_mucida_female.jpeg,Anthophora mucida
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Paramegilla/Anthophora (Paramegilla) larvata/Anthophora_larvata_=croceipes_male.jpeg,Anthophora larvata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Paramegilla/Anthophora (Paramegilla) larvata/Anthophora_larvata_female.jpeg,Anthophora larvata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Paramegilla/Anthophora (Paramegilla) larvata/Anthophora_larvata_=croceipes_female.jpeg,Anthophora larvata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Paramegilla/Anthophora (Paramegilla) gallica/Anthophora_gallica_male.jpeg,Anthophora gallica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Paramegilla/Anthophora (Paramegilla) gallica/Anthophora_gallica_female.jpeg,Anthophora gallica
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Paramegilla/Anthophora (Paramegilla) femorata/Anthophora_femorata_female.jpeg,Anthophora femorata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Heliophila/Anthophora (Heliophila) bimaculata/Anthophora_bimaculata_male.jpeg,Anthophora bimaculata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Heliophila/Anthophora (Heliophila) bimaculata/Anthophora_bimaculata_female.jpeg,Anthophora bimaculata
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Anthophora/Anthophora (Anthophora) salviae/Anthophora_salviae_=_crinipes_male.jpeg,Anthophora salviae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Anthophora/Anthophora (Anthophora) salviae/Anthophora_salviae_male.jpeg,Anthophora salviae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Anthophora/Anthophora sp/Anthophora_sp_female.jpeg,Anthophora sp
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Anthophora/Anthophora sp/Anthophora_sp_female_used.jpeg,Anthophora sp
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Anthophora/Anthophora (Anthophora) fulvitarsis/Anthophora_fulvitarsis_male_-_Heliothermie_position_!.jpeg,Anthophora fulvitarsis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Anthophora/Anthophora (Anthophora) fulvitarsis/Anthophora_fulvitarsis_female_-_The_sun_arrive.jpeg,Anthophora fulvitarsis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Anthophora/Anthophora (Anthophora) fulvitarsis/Anthophora_fulvitarsis_-_no_male_in_my_nest_!.jpeg,Anthophora fulvitarsis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Anthophora/Anthophora (Anthophora) fulvitarsis/Anthophora_fulvitarsis_female_-_want_the_sun_and_me_too.jpeg,Anthophora fulvitarsis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Anthophora/Anthophora (Anthophora) fulvitarsis/Anthophora_fulvitarsis_male.jpeg,Anthophora fulvitarsis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Anthophora/Anthophora (Anthophora) fulvitarsis/When_the_sun_shines_-_Anthophora_fulvitarsis_male.jpeg,Anthophora fulvitarsis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Anthophora/Anthophora (Anthophora) fulvitarsis/or_dead_-__Anthophora_fulvitarsis_male.jpeg,Anthophora fulvitarsis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Anthophora/Anthophora (Anthophora) fulvitarsis/Anthophora_fulvitarsis_female_-_Wait_the_sun.jpeg,Anthophora fulvitarsis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/DG/Apinae/Anthophora/Anthophora/Anthophora (Anthophora) fulvitarsis/Alive_-_Anthophora_fulvitarsis_male.jpeg,Anthophora fulvitarsis
