Paths,Real labels
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lapidarius/Bombus soro M poss 1.12 Creuse Gueret 2 08 2020 IMG_2230.jpg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lapidarius/Bombus ruderarius poss M 1.9 Heyssel Illkirch 24 08 2021 IMG_0420.jpg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lapidarius/2018-06-24-12.48.51-ZS-PMax.jpg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lapidarius/034 Copier.jpg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lapidarius/mand_bombus_lapi.jpg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lapidarius/Bombus ruderarius poss M 1.5 Heyssel Illkirch 24 08 2021 IMG_0396.jpg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lapidarius/6j2l.jpg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lapidarius/2018-06-24-13.05.53-ZS-PMax.jpg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lapidarius/Bombus lapidarius M poss 1.41 Creuse Gueret 2 08 2020 IMG_2213.jpg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lapidarius/P9303944-Bombus lapidarius - copie.jpg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lapidarius/Bombus soro M poss 1.8 Creuse Gueret 2 08 2020 IMG_2213.jpg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lapidarius/2018-06-24-12.52.23-ZS-PMax.jpg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lapidarius/033 Copier.jpg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lapidarius/accouplement_2_.jpg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lapidarius/Bombus ruderarius poss M 1.16 Heyssel Illkirch 24 08 2021 IMG_0428.jpg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lapidarius/b_lapidarius_m_s.jpg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lapidarius/P9088677-bourdon - copie.jpg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lapidarius/090807_017.jpg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lapidarius/p1680367.jpg.jpg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lapidarius/Bombus soro M poss 1.18 Creuse Gueret 2 08 2020 Analyses antenne.jpg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lapidarius/bombus sp2.jpg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lapidarius/c55d1689.jpg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lapidarius/bombus_lapidariu.jpg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lapidarius/2018-06-24-11.39.25-ZS-PMax.jpg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lapidarius/b_lapidarius_m_y.jpg,Bombus lapidarius
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus terrestris lusitanicus/Bombus terrestris-2300.jpg,Bombus terrestris lusitanicus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus terrestris lusitanicus/IMG_2233.jpeg,Bombus terrestris lusitanicus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus terrestris lusitanicus/bombus_12_03_ter.jpg,Bombus terrestris lusitanicus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus terrestris lusitanicus/IMG_4226.jpg,Bombus terrestris lusitanicus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus terrestris lusitanicus/IMG_4219.jpg,Bombus terrestris lusitanicus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/Bombus humilis poss 1.1 Illkirch Heyssel 6 07 2019 IMG_4706.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/IMG_0524 - Copie.jpeg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/Bombus humilis 4.1 Chaux Du Dombief Pic de laigle 18 07 2019 IMG_6763.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/P7270712-hymeno-Bombus humilis - copie.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/bombus_humilis_2.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/bombus_inc_1.2_h.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/p1000017.jpg.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/bombus_humilis_n.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/p1000019.jpg.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/Bombus humilis 1.4 F poss Hohengoeft 21 04 2017 IMG_2414.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/bombus_humilis_6a.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/IMG_0460 - Copie.jpeg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/bombus_humilis_8.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/2012_04_15_9_.jp.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/bombus_humilis_n7.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/2012_04_15_11_.j.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/bombus_veteranus.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/bombus_humilis_2e.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/bombus_humilis_nj.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/bombus_pascuorum.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/Bombus humilis 4.8 Chaux Du Dombief Pic de laigle 18 07 2019 IMG_6763.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/bombus_humilis_8z.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/PXL_20210304_233244510.MP_compress4.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/p1000020.jpg.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/Abeille.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/bombus_humilis_6.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/bombus_inc_1.9_h.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/Bombus humilis 1.5 F poss Hohengoeft 21 04 2017 IMG_2414.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/bombus_humilis_8j.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/P5172348-Bombus Thoracobombus - copie.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/bombus_humilis_2j.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/bombus_inc_1.8_h.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/bombus_inc_1.1_h.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/bombus_humilis_60.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/2012_04_15_3_.jp.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/Bombus humilis poss 1.2 Illkirch Heyssel 6 07 2019 IMG_4706.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/P8101364-Bombus - copie.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/IMG_0457 - Copie.jpeg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/Bombus humilis poss 1.5 Illkirch Heyssel 6 07 2019 IMG_4706.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/bombus_inc_1.5_h.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/IMG_1518.jpeg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/P7270710-hymeno-Bombus humilis - copie.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/Bombus humilis 4.13 Chaux Du Dombief Pic de laigle 18 07 2019 IMG_6763.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus humilis/bombus_humilis_2e2.jpg,Bombus humilis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus veteranus/P1810084.jpeg,Bombus veteranus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus veteranus/P1810078j.jpeg,Bombus veteranus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus veteranus/P1810069.jpeg,Bombus veteranus
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lucorum/P1050482.jpeg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lucorum/APO Bombus sp 2bis.jpeg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lucorum/dsc_0089.jpg.jpg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lucorum/bourdon.jpg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lucorum/img_8184.jpg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lucorum/Bombus lucorum M 1.13 Illkirch 7 07 2020 IMG_0487.jpg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lucorum/img_81851.jpg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lucorum/ara_lab_bourdon_.jpg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lucorum/img_8191.jpg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lucorum/P1050481.jpeg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lucorum/P1050502.jpeg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lucorum/img_1061.jpg.jpg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lucorum/dsc_0114.jpg.jpg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lucorum/pa040214w.jpg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lucorum/P1050495.jpeg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lucorum/bombus_lucorum_ml.jpg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lucorum/bombus_lucorum_m.jpg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lucorum/pa030136w3.jpg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lucorum/bourdon_piege_fu.jpg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lucorum/APO Bombus sp 1bis.jpeg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lucorum/Bombus lucorum M 1.14 Illkirch 7 07 2020 IMG_0519.jpg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lucorum/img_1062bourdon.jpg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lucorum/Bombus lucorum M 1.9 Illkirch 7 07 2020 IMG_0440.jpg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus lucorum/dsc_0773.jpg,Bombus lucorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/P1440560-0.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/5 Bombus pascuorum - Common carder bee.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/_1140143.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/P1200255 - ID1.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/DH9_1874-2.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/imgp6002.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/J-IMGP2963.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/DH9_1883-2.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/Bombus sp. Bourdon 01-Apidae-Chateau d olonne-Jardin-DSC_0028-4.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/Bombus pascuorum 84.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/p3041314_bombus_.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/P8302299-bourdon - copie.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/dsc_1311.jpg.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/DH9_1898-4.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/IMGP6545.1500.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/DSC_5333abcdd.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/DSC_3414.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/corps_b.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/_dsc0461.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/bombus gris.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/P4192367-Bombus pascuorum-femelle - copie.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/DSC_6221ab.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/P8302298-bourdon - copie.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/d60_0829.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/2017 10 14 0011 Picride fausse viperine.jpeg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/2019-06-24 Luminy Hymenoptera 12 a 13 mm Apidae Bombus humilis 19.jpeg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/DSC_3418.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/_dsc0463.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/IMGP7424.jpeg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/2019-06-24 Luminy Hymenoptera 12 a 13 mm Apidae Bombus humilis 1.jpeg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/p1080791.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/dsc_7507.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/Eucera spACONF_FC_Stmihiel 25.jpeg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/abl 1417 prof rd.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/DH9_1916-2.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/d60_0805.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/P1200256 - ID2.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/p8147124bpm.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/DSC_6236ab.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/DSC_1277.jpeg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/P4192361-Bombus pascuorum-femelle - copie.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/bombus_pascuorum.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/Bombus pascu.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/P1200252 - ID0.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/DSC_5344ab.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/AAE5CE73-A436-4920-943F-52A6A325954C.jpeg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/imgp6081.jpg,Bombus pascuorum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/LMDI/Apidae/Bombus/Bombus pascuorum/DH9_1899-2.jpg,Bombus pascuorum
